ISO3,year,country,gini_disp,gini_disp_se,gini_mkt,gini_mkt_se,redist_after,redist,abs_red,abs_red_se,rel_red,rel_red_se,region,light_gini_lpp,sol,sol_gt10,light_gini_lpp_gt10,income_cat
ISR,1990,Israel,31.3,1,47,1.4,1975,TRUE,15.7,1.7,33.4,2.2,Asia,72.6401779367183,1541688.34759661,294.528112018771,61.9258902863723,High Income
ISR,1995,Israel,32.6,1,48.7,1.3,1975,TRUE,16.1,1.6,33.1,2.1,Asia,69.8834143715284,486762,334.982191574569,60.9864211887835,High Income
ISR,2000,Israel,34.5,0.9,51.6,1.2,1975,TRUE,17.1,1.5,33.1,1.9,Asia,72.4559955692679,490650,3434.49895594567,54.4680346985619,High Income
ISR,2005,Israel,36.6,0.7,51.8,0.8,1975,TRUE,15.2,1.1,29.3,1.4,Asia,70.0362963897609,498851,3174.89144634311,53.6329397051002,High Income
ISR,2010,Israel,37.2,0.6,50.5,0.9,1975,TRUE,13.3,1.1,26.3,1.4,Asia,70.6726454111411,676087,4342.0001284875,52.6544046003739,High Income
ISR,2015,Israel,36.6,1.3,49.2,1.9,1975,TRUE,12.6,2.3,25.6,3,Asia,82.223805879453,725153.103736669,2835.94861834146,70.1686190858196,High Income
ITA,1990,Italy,31,0.8,43.7,1,1975,TRUE,12.7,1.3,29.1,1.6,Europe,48.004849189913,11008929.2922591,3110.48187053074,44.6984401401898,High Income
ITA,1995,Italy,33.7,0.7,47.3,0.9,1975,TRUE,13.6,1.1,28.8,1.4,Europe,47.7301561218178,6617812,3956.25908899897,45.1155390830264,High Income
ITA,2000,Italy,33.5,0.7,47.6,0.9,1975,TRUE,14.1,1.1,29.6,1.4,Europe,48.4745315209684,6350432,84776.2107596647,41.5754920563103,High Income
ITA,2005,Italy,32.5,0.8,48.1,1.1,1975,TRUE,15.6,1.4,32.4,1.8,Europe,47.2579391634969,6745883,88566.2545988144,40.5172198598749,High Income
ITA,2010,Italy,32.6,0.7,48.6,0.8,1975,TRUE,16,1.1,32.9,1.4,Europe,50.0786626126625,10044217,146478.818938257,40.7853463967601,High Income
JAM,1990,Jamaica,53.4,1.6,54.1,2.1,,,,,,,Americas,65.862295067827,205343.570664423,30.2361744229635,51.3683322084357,Middle Income
JAM,1995,Jamaica,55.3,1.7,55.9,2,,,,,,,Americas,65.2250296448353,118484,56.4115585381993,65.2250296448353,Middle Income
JAM,2000,Jamaica,54.8,1.5,56.4,1.8,,,,,,,Americas,47.9486657285642,114587,702.492191901495,38.4700838450818,Middle Income
JOR,1990,Jordan,43.9,1.9,45,1.9,,,,,,,Asia,81.6733313753173,424028.373649972,547.138639356054,81.2801850716737,Middle Income
JOR,1995,Jordan,43.6,1.8,44.7,1.9,,,,,,,Asia,79.0818417353115,241118,659.715571075404,78.5687647916592,Middle Income
JOR,2000,Jordan,42.3,1.8,43.5,1.8,,,,,,,Asia,73.6674741072637,225063,1960.88760625873,52.2983356305978,Middle Income
JOR,2005,Jordan,40.5,1.5,41.6,1.5,,,,,,,Asia,72.0038986739945,270889,3320.44933317198,61.9640345842033,Middle Income
JOR,2010,Jordan,39,1.4,40.1,1.4,,,,,,,Asia,70.4545055185938,529562,6751.56185393579,62.1754732490568,Middle Income
JPN,1990,Japan,27.4,1.1,40.6,1.9,1985,TRUE,13.2,2.2,32.5,2.9,Asia,68.8998090004937,20386692.6193325,3345.07811358595,65.4458648441645,High Income
JPN,1995,Japan,28.4,1.1,42.4,1.9,1985,TRUE,14,2.2,33,2.9,Asia,68.9997478963716,7330047,5295.36884295989,66.2055660864033,High Income
JPN,2000,Japan,29.9,1.1,44.3,1.8,1985,TRUE,14.4,2.1,32.5,2.8,Asia,69.1318522606487,6815719,67403.9914022157,57.16896189492,High Income
JPN,2005,Japan,30.2,1,44.9,1.5,1985,TRUE,14.7,1.8,32.7,2.3,Asia,66.6369767948122,6319847,60321.8611348001,55.284736933256,High Income
JPN,2010,Japan,30.4,1,45.5,1.5,1985,TRUE,15.1,1.8,33.2,2.3,Asia,67.291364587023,8632901,91743.4824984556,54.6495398867863,High Income
KAZ,1990,Kazakhstan,30.1,2.7,35.7,2.6,,,,,,,Asia,68.9875517278565,2634852.42734964,25375.180621119,57.2085185357531,Middle Income
KAZ,1995,Kazakhstan,31.3,2.5,37.2,2.5,,,,,,,Asia,71.7100607866143,1694073,22806.8004903191,59.4830363569274,Middle Income
KAZ,2000,Kazakhstan,31.7,2.2,37.6,2,,,,,,,Asia,60.7380875993062,1302787,16471.3490924405,51.7043876164001,Middle Income
KAZ,2005,Kazakhstan,30.5,1.9,35.7,1.7,,,,,,,Asia,65.8102566482032,1616236,17698.2276880418,55.8518705992564,Middle Income
KAZ,2010,Kazakhstan,28.9,2,33.5,1.7,,,,,,,Asia,58.8901906310739,2901018,35201.3346868879,50.0243620904779,Middle Income
KAZ,2015,Kazakhstan,28.1,2.3,32.5,2.1,,,,,,,Asia,89.9474838474337,1722106.82122992,19006.2750271259,80.2296023487139,Middle Income
KEN,1990,Kenya,45.3,2.4,51.9,2.7,,,,,,,Africa,84.0221329121008,96957.073520843,16.4350167225077,77.6862276051407,Middle Income
KEN,1995,Kenya,42.7,1.8,49.5,2,,,,,,,Africa,81.7282274520887,92246,26.2580862686187,74.480902235605,Middle Income
KEN,2000,Kenya,42.3,1.8,48.7,2,,,,,,,Africa,72.801897304573,83990,456.247903573576,63.2387660747,Middle Income
KEN,2005,Kenya,42.4,1.9,48.5,2.1,,,,,,,Africa,73.0077135972086,77864,394.869511622262,65.9153377496109,Middle Income
KGZ,1990,Kyrgyzstan,30.5,2,40,2.2,,,,,,,Asia,58.1577249712761,158094.297545463,228.053816818571,58.1577249712761,Middle Income
KGZ,1995,Kyrgyzstan,35.9,1.8,45.1,1.8,,,,,,,Asia,56.0226921531551,195678,387.47001790662,54.3111304250891,Middle Income
KGZ,2000,Kyrgyzstan,34.6,1.5,43.2,1.5,,,,,,,Asia,60.0546906718501,130447,2488.40548541017,43.1088521596413,Middle Income
KGZ,2005,Kyrgyzstan,33.7,1.6,42.4,1.5,,,,,,,Asia,57.5300859246693,152995,2843.50623973983,43.1455129044029,Middle Income
KGZ,2010,Kyrgyzstan,32.3,1.7,40.7,1.6,,,,,,,Asia,56.1719406002491,315160,6635.00697745791,43.2994382216633,Middle Income
KGZ,2015,Kyrgyzstan,32,2,40.7,2.1,,,,,,,Asia,65.8135383261423,107622.765003458,1903.13522320559,58.0776324411272,Middle Income
KHM,2000,Cambodia,41.9,2.9,43.2,2.9,,,,,,,Asia,72.0352449478748,14348,47.2803848917989,57.1881452401908,Low Income
KHM,2005,Cambodia,40.6,2.7,41.8,2.8,,,,,,,Asia,74.1475811185494,16818,90.4025236376613,64.5127446499576,Low Income
KHM,2010,Cambodia,38.6,2.4,39.7,2.4,,,,,,,Asia,69.8603744508455,124783,2115.01023115006,65.3244362136516,Low Income
KNA,2000,Saint Kitts and Nevis,40.9,3.5,41.9,4.4,,,,,,,Americas,49.8209684392277,3462,29.957888527695,38.1751180265322,
KNA,2005,Saint Kitts and Nevis,41.2,3.6,42.2,4.7,,,,,,,Americas,56.4739872683324,3270,25.8801431990055,37.1029381189143,
KOR,1990,Korea,27.5,1.2,30,1.8,1985,TRUE,2.5,2.2,8.3,2.8,Asia,52.5284929047005,2630650.73057839,548.160540871007,44.2735284873943,High Income
KOR,1995,Korea,27.6,1.1,30.1,1.7,1985,TRUE,2.5,2,8.3,2.6,Asia,53.6721524155176,2236357,871.742647888793,45.9572276748362,High Income
KOR,2000,Korea,28.9,1.1,31.6,1.6,1985,TRUE,2.7,1.9,8.5,2.5,Asia,49.0257986025514,2125584,22451.5439452453,47.085792573082,High Income
KOR,2005,Korea,30.2,0.8,32.9,1.1,1985,TRUE,2.7,1.4,8.2,1.8,Asia,49.8084027675761,2232382,24327.020145106,47.6506449926519,High Income
KOR,2010,Korea,31,0.5,34.1,0.5,1985,TRUE,3.1,0.7,9.1,0.9,Asia,48.9679903436414,3320042,43000.3040719692,47.0513299265619,High Income
KOR,2015,Korea,30.5,0.9,33.4,1.4,1985,TRUE,2.9,1.7,8.7,2.2,Asia,63.3571810740731,1798982.05389163,11769.1499733049,62.6036954551583,High Income
LAO,1995,Lao,37.9,1.7,38.9,1.8,,,,,,,Asia,52.1950882355594,16575,12.4457960621929,52.1950882355594,Middle Income
LAO,2000,Lao,38.3,1.8,39.2,1.8,,,,,,,Asia,57.0333920985281,19089,276.014254126972,51.7235423832175,Middle Income
LAO,2005,Lao,38.9,1.7,39.9,1.8,,,,,,,Asia,62.7981726140869,22865,371.775315145487,57.3385063022138,Middle Income
LAO,2010,Lao,40.2,1.9,41.2,1.9,,,,,,,Asia,60.7328204929989,98057,2103.5448646404,49.5878937348276,Middle Income
LBN,1995,Lebanon,44.9,2.6,46,2.7,,,,,,,Asia,59.440562817061,163087,60.0627733302028,52.9306411475574,Middle Income
LBN,2000,Lebanon,43.1,2.5,44.2,2.5,,,,,,,Asia,65.1989284279237,241801,2500.14757535411,48.1223995256975,Middle Income
LBN,2005,Lebanon,41.2,2,42.4,2.1,,,,,,,Asia,64.4297669311015,252637,2357.96996743476,47.8191343756318,Middle Income
LBN,2010,Lebanon,38.7,2.1,39.8,2.1,,,,,,,Asia,67.3366745244359,302328,2882.84495314001,49.4472157274989,Middle Income
LBR,2005,Liberia,33.3,2.2,37.9,2.6,,,,,,,Africa,53.9433982432917,4382,40.0492190877515,53.2395225122192,Low Income
LBR,2010,Liberia,32.5,2.3,37.3,2.7,,,,,,,Africa,53.8581787918722,11989,115.274569448497,51.7794696957729,Low Income
LCA,1995,Saint Lucia,45.4,2.6,47,3.5,,,,,,,Americas,69.1283357111444,7426,3.58648239015305,69.1283357111444,Middle Income
LCA,2000,Saint Lucia,45.1,2.9,46.8,3.7,,,,,,,Americas,78.9556158516044,6759,43.5698841395523,50.8147390491724,Middle Income
LCA,2005,Saint Lucia,44.9,2.8,46.6,3.6,,,,,,,Americas,73.2644590827584,7537,43.7830693034332,46.7632517491814,Middle Income
LKA,1990,Sri Lanka,45.4,1.7,41.3,1.6,,,,,,,Asia,72.2433050610864,218216.212329939,24.809224592513,55.0090075922268,Middle Income
LKA,1995,Sri Lanka,47.4,1.7,42.6,1.6,,,,,,,Asia,61.5861310059099,249142,54.5805626891036,51.5011844162852,Middle Income
LKA,2000,Sri Lanka,50.3,2,45.4,1.8,,,,,,,Asia,62.8659092504313,264715,1540.09913705001,48.8586884178797,Middle Income
LKA,2005,Sri Lanka,52.4,1.6,47.1,1.3,,,,,,,Asia,65.6222107151532,257554,1583.37903905906,49.6642863200338,Middle Income
LKA,2010,Sri Lanka,51.7,1.6,46.1,1.3,,,,,,,Asia,63.2195787629142,503321,3218.85496241898,49.0372568721929,Middle Income
LSO,1990,Lesotho,50.7,3,57,3.4,,,,,,,Africa,64.458478282883,8739.31717365388,8.69774178213313,64.458478282883,Middle Income
LSO,1995,Lesotho,51,2.7,57.7,3,,,,,,,Africa,61.2018627015822,11684,10.7468671415161,61.2018627015822,Middle Income
LSO,2000,Lesotho,49.7,2.4,56.8,2.7,,,,,,,Africa,85.4363941340408,10530,177.471571797828,66.4279807807243,Middle Income
LSO,2005,Lesotho,49.1,2.2,56.5,2.4,,,,,,,Africa,87.2673941204891,11648,82.5451589295886,52.3103071426058,Middle Income
LSO,2010,Lesotho,49.7,2.4,57.1,2.7,,,,,,,Africa,86.4375487205002,25525,229.209387477661,50.8063496463492,Middle Income
LTU,1990,Lithuania,27.9,1.4,44.5,2.6,1993,FALSE,,,,,Europe,40.8965664643754,238124.758457421,348.07828931173,39.420876870351,High Income
LTU,1995,Lithuania,31,1.4,47.5,2.4,1993,TRUE,16.5,2.8,34.7,3.7,Europe,43.8878279259313,230690,366.784440906908,42.1593536897687,High Income
LTU,2000,Lithuania,31.9,1.2,49,2.1,1993,TRUE,17.1,2.4,34.9,3.2,Europe,41.1269292819729,297978,10888.6190341842,36.9730678066472,High Income
LTU,2005,Lithuania,32.6,1.2,50.3,1.8,1993,TRUE,17.7,2.2,35.2,2.8,Europe,44.1623482301654,337703,12977.5625970248,40.902045179002,High Income
LTU,2010,Lithuania,32.9,0.9,51.7,1.1,1993,TRUE,18.8,1.4,36.4,1.8,Europe,37.4966405816534,1018248,41674.3257562863,34.2694688726521,High Income
LTU,2015,Lithuania,34.2,1.4,51.6,1.8,1993,TRUE,17.4,2.3,33.7,2.9,Europe,65.2460771092445,115178.850438744,2006.4328379073,67.0663224482617,High Income
LUX,1990,Luxembourg,24,1.1,38.5,1.5,1975,TRUE,14.5,1.9,37.7,2.4,Europe,25.457034917814,124595.166936295,64.6256762830665,25.457034917814,High Income
LUX,1995,Luxembourg,24.7,0.9,40.7,1.3,1975,TRUE,16,1.6,39.3,2.1,Europe,24.274304962646,89241,63.0203809219578,24.274304962646,High Income
LUX,2000,Luxembourg,26.1,0.8,43.1,1.1,1975,TRUE,17,1.4,39.4,1.8,Europe,30.3113986764649,78899,1483.68994909891,30.0911617251659,High Income
LUX,2005,Luxembourg,27.1,0.8,45.4,1.1,1975,TRUE,18.3,1.4,40.3,1.8,Europe,27.5426014567063,88004,1537.49508529534,27.4065988956357,High Income
LUX,2010,Luxembourg,27.6,0.7,46.6,1,1975,TRUE,19,1.2,40.8,1.6,Europe,30.7032863290727,153665,2909.68009162764,30.5965616239787,High Income
LVA,1990,Latvia,28.1,1.9,48.3,3.9,,,,,,,Europe,53.8302015263673,192732.174161256,279.806914234013,53.8302015263673,High Income
LVA,1995,Latvia,31.3,1.5,50.3,3.5,,,,,,,Europe,53.129113641301,188341,332.874052274898,53.0340838152185,High Income
LVA,2000,Latvia,33.8,1.7,52.5,3.4,,,,,,,Europe,45.8730393882293,180603,2330.17574710191,45.4113625808451,High Income
LVA,2005,Latvia,37,1.5,54.3,3.3,,,,,,,Europe,48.659081307181,206347,2890.40988944655,46.1971979707088,High Income
LVA,2010,Latvia,37.2,1.5,55.1,3.6,,,,,,,Europe,42.4378807957749,615934,9641.58000244976,41.2010033452531,High Income
LVA,2015,Latvia,36.8,2.2,55.3,4.3,,,,,,,Europe,68.4899380993314,108799.627521887,906.182952874032,67.2181105891125,High Income
MAR,1990,Morocco,35.9,1.8,41.2,2.2,,,,,,,Africa,75.8306201239886,664306.269974461,340.498221509056,75.0572831651514,Middle Income
MAR,1995,Morocco,35.9,2,41.3,2.2,,,,,,,Africa,73.7204799481062,420352,425.142525213553,73.3679440613557,Middle Income
MAR,2000,Morocco,36.2,1.6,41.6,1.9,,,,,,,Africa,68.9254424397921,456037,6086.48944053292,53.6304115190369,Middle Income
MAR,2005,Morocco,36.5,2,41.8,2.3,,,,,,,Africa,67.2495573110521,583191,6993.92931328645,48.8828644634132,Middle Income
MAR,2010,Morocco,36.4,2.5,41.7,2.8,,,,,,,Africa,66.0997351137179,1088164,15361.971079336,47.5820737636838,Middle Income
MDA,1990,Moldova,32.9,2.5,53.2,3.9,,,,,,,Europe,24.0624279588131,389035.337428798,244.174919267912,24.0624279588131,Middle Income
MDA,1995,Moldova,36.5,2.1,55,3.5,,,,,,,Europe,24.9511983340159,258229,177.163494415811,24.9511983340159,Middle Income
MDA,2000,Moldova,38.1,1.3,56.4,2.9,,,,,,,Europe,29.4638262366167,99865,1428.84863583739,26.6638818944009,Middle Income
MDA,2005,Moldova,37.1,1.3,56.7,2.9,,,,,,,Europe,26.8070972481686,114976,1750.58196663034,24.7566747606225,Middle Income
MDA,2010,Moldova,35.3,1.4,56.1,3.2,,,,,,,Europe,29.6383772919747,226637,3598.2184487676,27.609735706725,Middle Income
MDA,2015,Moldova,32.9,1.9,55.5,3.9,,,,,,,Europe,51.703392664016,37649.7514497638,304.504786392512,51.4719344560003,Middle Income
MDG,1990,Madagascar,41,2.6,46.8,2.9,,,,,,,Africa,75.1143068367939,11740.8689232726,7.90939257295376,75.1143068367939,Low Income
MDG,1995,Madagascar,39.7,2.2,45.6,2.5,,,,,,,Africa,76.2324405150261,17733,15.4739628150268,76.2324405150261,Low Income
MDG,2000,Madagascar,39.3,1.7,45.2,2,,,,,,,Africa,72.9122660683965,18594,200.662199312696,62.108046221657,Low Income
MDG,2005,Madagascar,37.8,1.7,43.8,2.1,,,,,,,Africa,76.198776807641,14500,107.471419279471,65.3156861530513,Low Income
MDG,2010,Madagascar,37.7,2,43.6,2.3,,,,,,,Africa,71.848519519674,34003,381.489765776626,60.4729214829428,Low Income
MDV,2005,Maldives,44.6,2,45.8,2,,,,,,,Asia,60.1964917863503,408,1.80619369528508,56.9193074642113,Middle Income
MDV,2010,Maldives,45.9,2.1,47.2,2.2,,,,,,,Asia,62.8733916242516,706,1.97568638003216,53.6954964369776,Middle Income
MEX,1990,Mexico,46.1,1,46.7,1.1,1985,TRUE,0.600000000000001,1.5,1.3,1.9,Americas,75.0129615363411,9473912.95058984,5462.06832723698,73.3897672098556,Middle Income
MEX,1995,Mexico,47.7,0.8,48.7,0.9,1985,TRUE,1,1.2,2.1,1.5,Americas,73.2670438371393,5184689,9548.68823156324,71.6700741342589,Middle Income
MEX,2000,Mexico,47.6,0.8,48.9,1,1985,TRUE,1.3,1.3,2.7,1.6,Americas,65.3998161098135,4987081,88571.2616574731,48.171401230979,Middle Income
MEX,2005,Mexico,46.1,0.7,48.1,1,1985,TRUE,2,1.2,4.2,1.6,Americas,65.1020410758625,4813848,79458.7764151154,47.3141877100782,Middle Income
MEX,2010,Mexico,46.4,0.6,49.9,0.6,1985,TRUE,3.5,0.8,7,1,Americas,65.2271132402525,7831402,141043.11094508,46.9293523643293,Middle Income
MKD,1995,Macedonia,30.1,2.1,52.8,4.1,,,,,,,Europe,73.3460427860251,120700,180.644324174866,64.8489194864831,Middle Income
MKD,2000,Macedonia,31.8,1.7,54.4,3.8,,,,,,,Europe,54.3934306560571,149913,2797.3046950636,45.2242336699311,Middle Income
MKD,2005,Macedonia,34.6,1.8,56,3.7,,,,,,,Europe,53.5631643840997,132885,2412.77162213005,44.8730202265209,Middle Income
MKD,2010,Macedonia,36.5,1.7,57.1,3.8,,,,,,,Europe,53.2779038245379,184410,3410.82260929993,44.1894300062817,Middle Income
MKD,2015,Macedonia,36,2.3,57.3,4.4,,,,,,,Europe,70.565899474927,81740.1260312498,1117.9276351579,67.9027772816763,Middle Income
MLI,1995,Mali,39,2.6,43.8,2.9,,,,,,,Africa,83.9042550415479,19366,24.2263165458785,58.2831644266424,Low Income
MLI,2000,Mali,36.7,2,42,2.2,,,,,,,Africa,72.0717229473429,22918,251.988646229885,60.8943898447492,Low Income
MLI,2005,Mali,35.3,1.8,40.8,2.1,,,,,,,Africa,77.0145037087547,31721,245.300609275718,56.7332192046085,Low Income
MLT,2000,Malta,28.7,3.1,42.6,5.3,,,,,,,Europe,64.0743001564677,22097,77.9073103004417,53.6766199026969,High Income
MLT,2005,Malta,28.1,2.4,43.1,5.2,,,,,,,Europe,59.7719552125661,22025,68.5210913019988,50.0656645286792,High Income
MLT,2010,Malta,28,2.2,43.4,5.1,,,,,,,Europe,72.3892081649609,26915,97.396287600748,55.1744618331114,High Income
MLT,2015,Malta,28.1,2.7,43.6,5.6,,,,,,,Europe,57.1747887809305,30328.1840180159,48.4214213767861,53.8058875686099,High Income
MMR,2010,Myanmar,36.3,2.3,37.3,2.5,,,,,,,Asia,64.0578731978064,508415,7484.4909699265,50.9528465213561,Middle Income
MMR,2015,Myanmar,38.9,2.5,40.1,2.6,,,,,,,Asia,65.8019901827142,134219.026692867,963.580968712711,63.2897220296528,Middle Income
MNE,2005,Montenegro,30.8,2.4,45.5,4.8,,,,,,,Europe,55.0348567525254,45813,1256.92143690201,49.9089952101867,Middle Income
MNE,2010,Montenegro,30.8,2,45.9,4.7,,,,,,,Europe,54.0031284027422,76842,2126.2486710145,47.2510246492145,Middle Income
MNG,1995,Mongolia,37.1,1.8,38.1,1.7,,,,,,,Asia,56.8951071397913,50714,833.811105137258,54.1678023143544,Middle Income
MNG,2000,Mongolia,37,1.9,38,1.9,,,,,,,Asia,66.6220712417839,64239,558.318600801993,54.75422937971,Middle Income
MNG,2005,Mongolia,37.9,1.6,39,1.6,,,,,,,Asia,69.9942360917808,55804,464.290726674014,54.857342095441,Middle Income
MNG,2010,Mongolia,37.8,1.3,38.8,1.4,,,,,,,Asia,71.8824386075683,152779,1086.03762832305,54.5302176317489,Middle Income
MOZ,2000,Mozambique,41.1,2.1,46.9,2.4,,,,,,,Africa,70.5453611889197,38598,371.997674962765,61.7233584742076,Low Income
MOZ,2005,Mozambique,40.3,1.9,46.3,2.2,,,,,,,Africa,70.6053085970667,51364,431.927614491486,59.3781335466894,Low Income
MRT,1990,Mauritania,38.3,2.4,43.3,2.7,,,,,,,Africa,80.6621014503398,16048.2529664252,45.6632374683488,80.3165968637817,Middle Income
MRT,1995,Mauritania,36.7,1.7,42.2,2.1,,,,,,,Africa,81.6477364451539,14892,87.0476876315619,80.5624117991723,Middle Income
MRT,2000,Mauritania,36.4,1.3,42.1,1.7,,,,,,,Africa,75.2662172561693,15417,99.6440723547483,60.5192492508223,Middle Income
MRT,2005,Mauritania,35.8,1.6,41.4,1.9,,,,,,,Africa,74.2608027483995,16354,93.0988729913256,60.9937937986486,Middle Income
MRT,2010,Mauritania,33,1.9,38.7,2.1,,,,,,,Africa,75.0003502929098,29380,162.850060284275,59.9517284211968,Middle Income
MUS,1990,Mauritius,36.4,2.2,41.3,3,,,,,,,Africa,77.4937561572667,27163.7494775173,9.52796073284274,77.4937561572667,Middle Income
MUS,1995,Mauritius,36,2.1,41.1,2.7,,,,,,,Africa,76.6310084711119,30934,13.679587695112,76.6310084711119,Middle Income
MUS,2000,Mauritius,35.5,2,40.7,2.5,,,,,,,Africa,68.4937163080925,32033,162.794020585824,54.6683701835998,Middle Income
MUS,2005,Mauritius,34.7,1.8,39.9,2.1,,,,,,,Africa,70.9918333526307,32026,155.740157958598,53.6586832458653,Middle Income
MUS,2010,Mauritius,35,1.9,39.9,2.3,,,,,,,Africa,70.5193093054479,50014,252.63877260666,53.8074611828468,Middle Income
MWI,1990,Malawi,50.8,2.9,56.7,3.2,,,,,,,Africa,65.2101117047939,34751.9429932029,7.16999579512702,65.2101117047939,Low Income
MWI,1995,Malawi,49.9,2.6,55.9,2.9,,,,,,,Africa,61.6447704084744,35878,7.97694756197058,61.6447704084744,Low Income
MWI,2000,Malawi,45.5,2.2,51.6,2.5,,,,,,,Africa,78.6401937843072,32393,152.636290498468,60.1235209469981,Low Income
MWI,2005,Malawi,39.4,1.7,45.9,2,,,,,,,Africa,72.888115643694,35005,143.21353636454,61.8522329426875,Low Income
MWI,2010,Malawi,39.6,1.6,45.7,2,,,,,,,Africa,75.1378519330997,72665,351.410648956341,57.2346283472583,Low Income
MYS,1990,Malaysia,45.6,1.7,46.5,1.7,,,,,,,Asia,74.7224826120949,894877.528087603,171.473366650515,68.7560810459253,Middle Income
MYS,1995,Malaysia,45.7,1.5,46.5,1.6,,,,,,,Asia,72.1785646411744,663769,398.77465057694,63.8246749291213,Middle Income
MYS,2000,Malaysia,45.2,1.7,45.9,1.7,,,,,,,Asia,59.3274128089978,833467,8664.94880923499,49.5131343462402,Middle Income
MYS,2005,Malaysia,44.3,1.4,45.1,1.5,,,,,,,Asia,56.5277421713869,952187,9237.23035939861,48.7665429167592,Middle Income
MYS,2010,Malaysia,43.5,1.6,44.1,1.7,,,,,,,Asia,58.2972062445676,1749104,20429.2365044358,47.0353671260227,Middle Income
NAM,1995,Namibia,59.2,2.6,67.2,3,,,,,,,Africa,70.546016276204,54503,564.873595108877,71.8793633231537,Middle Income
NAM,2000,Namibia,58.3,2.4,66.6,2.8,,,,,,,Africa,72.8941081948127,55159,454.245478098222,59.786926084005,Middle Income
NAM,2005,Namibia,57.7,1.9,66.2,2.3,,,,,,,Africa,70.1459926231815,55623,451.482903911741,60.1437993859266,Middle Income
NAM,2010,Namibia,56.2,2.2,65,2.6,,,,,,,Africa,74.3623392126401,96931,859.182245945351,58.7028037819269,Middle Income
NAM,2015,Namibia,55.5,2.9,64.5,3.2,,,,,,,Africa,82.2039859485371,48734.154859027,221.093773025671,70.6668771256942,Middle Income
NER,1995,Niger,35.9,2.5,40.7,2.7,,,,,,,Africa,84.7301961509167,22675,91.1211351564423,82.5129479274359,Low Income
NER,2000,Niger,36.2,2.5,40.9,2.8,,,,,,,Africa,84.1338520804344,21509,260.48274608454,50.465486642436,Low Income
NER,2005,Niger,36.4,1.7,41.2,2,,,,,,,Africa,84.2687836825375,19400,203.755442844,51.2068599814044,Low Income
NER,2010,Niger,32.4,1.8,37.6,2.1,,,,,,,Africa,85.3130958337532,44503,555.831893420009,50.7453896574496,Low Income
NGA,1990,Nigeria,39.3,2.5,44.9,3,,,,,,,Africa,61.2343225266784,4332244.55385094,574.259055376412,61.1106699451973,Middle Income
NGA,1995,Nigeria,40.4,2.3,46,2.6,,,,,,,Africa,63.0834677248581,1335295,478.315267944059,62.378259550085,Middle Income
NGA,2000,Nigeria,39.2,2.1,45.1,2.4,,,,,,,Africa,66.8816628181553,1111636,8650.29216958497,64.3973010638961,Middle Income
NGA,2005,Nigeria,38.6,1.8,44.7,2.1,,,,,,,Africa,65.9964130012607,952604,5879.77036277718,63.6252457785513,Middle Income
NGA,2010,Nigeria,39.2,1.9,45.4,2.2,,,,,,,Africa,59.9650044011372,1619276,9694.76417719923,57.7321111741491,Middle Income
NIC,1995,Nicaragua,50.8,1.7,53,2.4,1985,TRUE,2.2,2.9,4.2,3.8,Americas,68.2358916960095,66450,50.4217537557366,67.6859116701019,Middle Income
NIC,2000,Nicaragua,49.1,1.6,51.5,2.1,1985,TRUE,2.4,2.6,4.7,3.3,Americas,60.6179560632954,80603,900.099856789181,47.8036453744947,Middle Income
NIC,2005,Nicaragua,45.5,1.3,48.1,2,1985,TRUE,2.6,2.4,5.4,3.1,Americas,59.3352844793605,68864,717.951551020061,47.0904103796002,Middle Income
NIC,2010,Nicaragua,42.5,1.5,45.2,2.1,1985,TRUE,2.7,2.6,6,3.3,Americas,56.7789251185923,133873,1816.46698974252,49.5541196162458,Middle Income
NLD,1990,Netherlands,26.3,0.7,46,0.9,1975,TRUE,19.7,1.1,42.8,1.4,Europe,40.4159126312572,3231327.0723313,455.482758462049,39.8949898765845,High Income
NLD,1995,Netherlands,25.9,0.9,45.7,1.4,1975,TRUE,19.8,1.7,43.3,2.2,Europe,41.66582412143,1771623,541.350911378113,40.7661392040214,High Income
NLD,2000,Netherlands,24.5,0.8,44.3,1.2,1975,TRUE,19.8,1.4,44.7,1.8,Europe,40.3732254013558,1675860,11250.6451926117,34.9853958783202,High Income
NLD,2005,Netherlands,26.3,0.9,46,1.1,1975,TRUE,19.7,1.4,42.8,1.8,Europe,38.6500659807705,1406598,8936.12452597449,33.2216235342014,High Income
NLD,2010,Netherlands,26.3,0.6,46.2,0.8,1975,TRUE,19.9,1,43.1,1.3,Europe,39.2633306303182,2330575,17240.2427282413,33.9248556021491,High Income
NLD,2015,Netherlands,26.8,1.1,47.3,1.6,1975,TRUE,20.5,1.9,43.3,2.5,Europe,75.418699170364,1605326.29703885,6273.02244590413,75.3634758575528,High Income
NOR,1990,Norway,22.9,0.8,38.4,1.2,1975,TRUE,15.5,1.4,40.4,1.8,Europe,67.2838267764917,3022426.2951659,16192.5880393905,63.7073745258517,High Income
NOR,1995,Norway,23.9,0.6,41.8,0.7,1975,TRUE,17.9,0.9,42.8,1.1,Europe,71.8452582753541,2880308,37850.8048695394,63.4044038074273,High Income
NOR,2000,Norway,24.8,0.5,42.6,0.7,1975,TRUE,17.8,0.9,41.8,1.1,Europe,59.6764616239773,1485827,28303.8095165681,43.8623666705568,High Income
